,Unnamed: 0,email_id,content,topics,main_topic,probability
182,182,179,"['mari', 'If', 'add', 'balanc', 'togeth', 'total', '1140', 'I', 'spread', '6', '12', 'month', '6', 'month', 'payout', 'would', '190month', '12', 'month', 'payout', 'would', '95month', 'your', 'choic', 'I', 'would', 'like', 'could', 'work', '5hr', 'friday', 'anoth', 'month', 'doe', '10hr', 'sound', 'fair', 'We', 'appli', 'loan', 'phillip']","[('month', 0.06849322), ('would', 0.054794557), ('12', 0.041095905), ('I', 0.041095905), ('payout', 0.0410959), ('6', 0.0410959), ('10hr', 0.027397253), ('friday', 0.027397253), ('anoth', 0.027397253), ('doe', 0.027397253)]",month,0.0684932
183,183,180,"['address', 'httpectpdxsunoneectenroncomctathamnavsetupindexhtm', 'id', 'pallen', 'password', 'westgasx']","[('address', 0.16666667), ('httpectpdxsunoneectenroncomctathamnavsetupindexhtm', 0.16666667), ('id', 0.16666667), ('pallen', 0.16666667), ('password', 0.16666667), ('westgasx', 0.16666667)]",address,0.1666666
184,184,181,"['luci', 'I', 'go', 'seguin', 'saturday', 'monday', 'We', 'talk', 'unit', 'wade', 'I', 'call', 'bank', 'today', 'resolv', 'author', 'account', 'let', 'keep', 'offic', 'open', 'noon', 'memori', 'day', 'philllip']","[('I', 0.061224505), ('keep', 0.040816326), ('author', 0.040816326), ('account', 0.040816326), ('let', 0.040816326), ('resolv', 0.040816326), ('offic', 0.040816326), ('day', 0.040816326), ('memori', 0.040816326), ('bank', 0.040816326)]",I,0.06122450
185,185,182,"['luci', 'did', 'get', 'set', 'check', 'account', 'tri', 'email', 'everi', 'day', 'note', 'happen', 'day', 'just', 'info', 'new', 'vacanc', 'tenant', 'apart', 'wade', 'work', 'day', 'phillip']","[('day', 0.09090913), ('just', 0.045454543), ('note', 0.045454543), ('work', 0.045454543), ('wade', 0.045454543), ('apart', 0.045454543), ('tenant', 0.045454543), ('vacanc', 0.045454543), ('new', 0.045454543), ('info', 0.045454543)]",day,0.0909091
186,186,183,"['thi', 'note', 'author', 'make', 'follow', 'chang', '1', 'set', 'new', 'book', 'frank', 'ermisnw', 'basi', '2', 'rout', 'product', 'NW', 'basi', 'nwpl', 'rkymtn', 'malin', 'pge', 'cityg', '3', 'rout', 'epng', 'permian', 'todd', 'richardson', 'book', 'ftnew', 'texa', 'call', 'question', 'x37041', 'thank', 'phillip', 'allen']","[('book', 0.041095905), ('rout', 0.041095905), ('basi', 0.041095905), ('ftnew', 0.027397256), ('3', 0.027397256), ('epng', 0.027397256), ('permian', 0.027397256), ('todd', 0.027397256), ('richardson', 0.027397256), ('pge', 0.027397256)]",book,0.04109590
187,187,184,"['meet', 'delay', 'phil', 'I', 'suspect', 'discussionsnegoti', 'take', 'place', 'behind', 'close', 'door', 'smoke', 'fill', 'room', 'directli', 'commission', 'among', 'ferc', 'staffer', 'never', 'say', 'never', 'I', 'think', 'highli', 'unlik', 'final', 'order', 'contain', 'fix', 'price', 'cap', 'I', 'base', 'belief', 'larg', 'part', 'I', 'heard', 'luncheon', 'I', 'attend', 'yesterday', 'afternoon', 'keynot', 'speaker', 'ferc', 'chairman', 'curt', 'hebert', 'although', 'chairman', 'began', 'present', 'expressli', 'state', 'would', 'comment', 'answer', 'question', 'pend', 'proceed', 'commiss', 'hebert', 'enlighten', 'comment', 'relat', 'price', 'cap', 'price', 'cap', 'almost', 'never', 'right', 'answer', 'price', 'cap', 'effect', 'prolong', 'shortag', 'competit', 'choic', 'consum', 'right', 'answer', 'ani', 'solut', 'howev', 'short', 'term', 'increas', 'suppli', 'reduc', 'demand', 'accept', 'eight', 'eleven', 'western', 'governor', 'oppos', 'price', 'cap', 'would', 'export', 'california', 'problem', 'west', 'thi', 'latest', 'intellig', 'I', 'matter', 'pretti', 'strong', 'anti', 'price', 'cap', 'posit', 'Of', 'cours', 'hebert', 'one', 'commission', '3', 'current', 'commiss', 'control', 'meet', 'agenda', 'draft', 'order', 'like', 'item', 'could', 'bump', 'agenda', 'hope', 'info', 'help', 'ray', 'phillip', 'K', 'allenect', '04252001', '0228', 'PM', 'To', 'ray', 'alvareznaenronenron', 'cc', 'subject', 'Re', 'thi', 'morn', 'commiss', 'meet', 'delay', 'are', 'behind', 'close', 'door', 'discuss', 'held', 'prior', 'meet', 'Is', 'potenti', 'surpris', 'announc', 'sort', 'fix', 'price', 'ga', 'power', 'cap', 'open', 'meet', 'final', 'happen', 'embed', 'stdolelink', 'embed', 'stdolelink']","[('price', 0.025078533), ('cap', 0.025078533), ('I', 0.021943707), ('meet', 0.018808875), ('never', 0.012539222), ('hebert', 0.012539221), ('answer', 0.012539221), ('commiss', 0.012539221), ('fix', 0.0094043985), ('order', 0.0094043985)]",price,0.02507853
188,188,185,"['imag', 'natur', 'ga', 'transpor', 'contract', 'inform', 'pipelin', 'notic', 'deliv', 'your', 'desktop', 'httpwwwcapacitycentercom', 'imag', 'imag', 'imag', 'imag', 'imag', 'imag', 'imag', 'imag', 'imag', 'imag', 'regist', 'now', 'sign', 'Up', 'for', 'A', 'free', 'trial', 'through', 'the', 'end', 'Of', 'may', 'bid', 'week', 'capac', 'shopper', 'learn', 'capac', 'releas', 'post', 'bid', 'pick', 'transport', 'good', 'price', 'explor', 'releas', 'thereit', 'affect', 'ga', 'price', 'daili', 'activ', 'report', 'check', 'deal', 'done', 'what', 'competitor', 'pick', 'deal', 'match', 'thi', 'offer', 'better', 'market', 'intellig', 'system', 'notic', 'have', 'system', 'notic', 'deliv', 'desk', 'dont', 'last', 'one', 'learn', 'ofo', 'busi', 'someth', 'els', 'imag', 'capac', 'shopper', 'and', 'daili', 'activ', 'report', 'have', 'improv', 'format', 'you', 'choos', 'pipelin', 'want', 'well', 'keep', 'post', 'via', 'email', 'detail', 'check', 'exampl', 'daili', 'activ', 'report', 'come', 'soon', 'A', 'statist', 'snapshot', 'capac', 'releas', 'dont', 'miss', 'memberonli', 'opportun', 'see', 'quick', 'snapshot', 'activ', '48', 'interst', 'ga', 'pipelin', 'thi', 'messag', 'sent', 'select', 'group', 'industri', 'profession', 'wish', 'receiv', 'futur', 'notic', 'pleas', 'repli', 'email', 'remov', 'subject', 'line', 'copyright', '2000', 'capacitycentercom', 'inc', 'all', 'right', 'reserv']","[('imag', 0.050000325), ('capac', 0.019230835), ('activ', 0.019230835), ('notic', 0.019230835), ('report', 0.01538465), ('pipelin', 0.01538465), ('ga', 0.01538465), ('releas', 0.015384649), ('daili', 0.015384648), ('post', 0.011538469)]",imag,0.05000032
189,189,186,"['jeff', 'I', 'would', 'consid', 'owner', 'financ', 'depend', 'establish', 'developerindividualgener', 'credit', 'risk', 'what', 'go', 'land', 'ratetermdownpay', '25', 'let', 'know', 'phillip']","[('risk', 0.052631583), ('credit', 0.052631583), ('know', 0.052631583), ('let', 0.052631583), ('25', 0.052631583), ('ratetermdownpay', 0.052631583), ('land', 0.052631583), ('go', 0.052631583), ('what', 0.052631583), ('jeff', 0.052631583)]",risk,0.05263158
190,190,187,"['05182000', '0823', 'PM', 'bruce', 'sukalyenron', '05182000', '0820', 'AM', 'To', 'john', 'arnoldhouectect', 'mike', 'maggicorpenronenron', 'jeffrey', 'A', 'shankmanhouectect', 'cc', 'subject', 'larg', 'deal', 'alert', 'To', 'make', 'long', 'stori', 'short', 'william', 'long', '4000mw', 'toll', 'sp15', 'socal', '20', 'year', 'I', 'know', 'I', 'deal', 'tuesday', 'afternoon', 'william', 'sold', '1000', 'MW', 'merril', 'lynch', 'remain', 'life', '18', 'year', 'merril', 'short', 'fix', 'price', 'ga', 'So', 'cal', 'border', '250000mmbtu', 'day', 'long', 'sp15', 'power', '1000', 'MW', 'day', 'heat', 'rate', '10500', 'socal', 'border', 'plu', '050', 'Im', 'sure', 'mrl', 'broker', 'deal', 'wareh', 'for', 'worth']","[('long', 0.027586253), ('deal', 0.027586253), ('socal', 0.02068967), ('year', 0.02068967), ('short', 0.02068967), ('william', 0.02068967), ('sp15', 0.02068967), ('day', 0.02068967), ('merril', 0.02068967), ('MW', 0.02068967)]",long,0.02758625
191,191,188,"['dawn', 'I', 'receiv', 'email', 'pl', 'pleas', 'continu', 'send', 'daili', 'thank', 'phillip']","[('dawn', 0.090909086), ('I', 0.090909086), ('receiv', 0.090909086), ('email', 0.090909086), ('pl', 0.090909086), ('pleas', 0.090909086), ('continu', 0.090909086), ('send', 0.090909086), ('daili', 0.090909086), ('thank', 0.090909086)]",dawn,0.09090908
192,192,189,"['No', 'one', 'home', '51100', 'meet', 'dsl', 'instal', 'need', 'reschedul', 'follow', 'week', 'also', 'PC', 'home', 'window', '95', 'Is', 'problem', 'call', 'question', 'x37041', 'thank', 'phillip', 'allen']","[('home', 0.06382982), ('call', 0.042553194), ('x37041', 0.042553194), ('Is', 0.042553194), ('problem', 0.042553194), ('window', 0.042553194), ('question', 0.042553194), ('thank', 0.042553194), ('also', 0.042553194), ('phillip', 0.042553194)]",home,0.0638298
193,193,225,"['will', 'here', 'list', 'top', 'item', 'need', 'work', 'improv', 'posit', 'pl', 'report', 'west', 'desk', 'My', 'underli', 'goal', 'creat', 'posit', 'manag', 'pl', 'report', 'repres', 'risk', 'held', 'desk', 'estim', 'pl', 'great', 'accuraci', 'let', 'tri', 'schedul', 'meet', 'wednesday', 'go', 'item', 'phillip']","[('pl', 0.05882359), ('posit', 0.044117674), ('item', 0.044117674), ('desk', 0.044117674), ('report', 0.044117674), ('estim', 0.029411767), ('great', 0.029411767), ('accuraci', 0.029411767), ('let', 0.029411767), ('risk', 0.029411767)]",pl,0.0588235
194,194,226,"['Go', 'ahead', 'level', 'floor', '2']","[('Go', 0.2), ('ahead', 0.2), ('level', 0.2), ('floor', 0.2), ('2', 0.2)]",Go,0.
195,195,190,"['mike', 'mcdonald', 'I', 'met', 'SW', 'ga', 'morn', 'they', 'polit', 'regard', 'asset', 'manag', 'procur', 'function', 'outsourc', 'will', 'listen', 'propos', 'howev', 'interest', 'weather', 'hedg', 'protect', 'throughput', 'relat', 'earn', 'We', 'pursu', 'confidenti', 'agreement', 'facilit', 'share', 'inform', 'enabl', 'u', 'develop', 'propos', 'our', 'pitch', 'base', 'upon', 'enhanc', 'sharehold', 'valu', 'outsourc', 'nonprofit', 'costli', 'function', 'procur', 'reduc', 'volatil', 'earn', 'manag', 'throughput', 'via', 'weather', 'product', 'As', 'question', 'We', 'yet', 'identifi', 'pursu', 'candid', 'howev', 'mike', 'mcdonald', 'I', 'develop', 'coverag', 'strategi', 'ensur', 'meet', 'potenti', 'entiti', 'investig', 'opportun', 'We', 'met', '8', 'entiti', 'week', '7', 'municip', 'swg', 'implement', 'strategi', 'california', 'are', 'entiti', 'think', 'would', 'interest', 'asset', 'manag', 'deal', 'approach', 'otherwis', 'intend', 'systemat', 'identifi', 'work', 'candid', 'laird']","[('manag', 0.021857966), ('We', 0.021857966), ('entiti', 0.021857966), ('propos', 0.016393457), ('candid', 0.016393457), ('strategi', 0.016393457), ('outsourc', 0.016393457), ('howev', 0.016393457), ('throughput', 0.016393457), ('interest', 0.016393457)]",manag,0.02185796
196,196,191,"['04122000', '1045', 'AM', 'laird', 'dyer', '04122000', '0817', 'AM', 'To', 'jane', 'M', 'tholthouectect', 'cc', 'subject', 'SW', 'ga', 'jani', 'thank', 'fax', 'SW', 'ga', 'We', 'meet', 'larri', 'black', 'bob', 'armstrong', 'Ed', 'zub', 'april', '27th', 'discu', 'asset', 'manag', 'In', 'prepar', 'meet', 'would', 'like', 'gain', 'understand', 'natur', 'busi', 'relationship', 'SW', 'could', 'gener', 'term', 'describ', 'sale', 'activ', 'SW', 'what', 'typic', 'quantiti', 'term', 'sale', 'are', 'servic', 'provid', 'how', 'much', 'pipelin', 'capac', 'buy', 'sell', 'who', 'main', 'contact', 'SW', 'ga', 'We', 'propos', 'provid', 'full', 'requir', 'suppli', 'SW', 'involv', 'control', 'asset', 'for', 'attract', 'SW', 'probabl', 'take', 'regulatori', 'risk', 'ga', 'purchas', 'disallow', 'commiss', 'thi', 'difficult', 'clear', 'mandat', 'commiss', 'accept', 'portfolio', 'fix', 'index', 'collar', 'look', 'like', 'offer', 'guarante', 'discount', '1st', 'month', 'index', 'may', 'attract', 'unless', 'accept', 'regulatori', 'risk', 'that', 'risk', 'may', 'accept', 'desk', 'I', 'investig', 'pga', 'see', 'opportun', 'As', 'asset', 'manag', 'prefer', 'structur', 'are', 'element', 'would', 'like', 'see', 'ani', 'idea', 'would', 'greatli', 'appreci', 'thank', 'laird']","[('SW', 0.032000165), ('ga', 0.020000067), ('asset', 0.016000036), ('accept', 0.016000036), ('like', 0.016000036), ('would', 0.016000036), ('risk', 0.016000036), ('commiss', 0.012000009), ('are', 0.012000009), ('manag', 0.012000009)]",SW,0.03200016
197,197,192,"['kay', 'neal', 'thank', 'rememb', 'birthday', 'you', 'beat', 'parent', 'one', 'day', 'the', 'famili', 'fine', 'grace', 'realli', 'smile', 'she', 'happi', 'babi', 'long', 'held', 'It', 'sound', 'like', 'hous', 'come', 'along', 'fast', 'I', 'think', 'folk', 'readi', 'start', 'build', 'We', 'probabl', 'visit', 'late', 'june', 'juli', 'may', 'busi', 'We', 'take', 'kid', 'disney', 'birthday', 'good', 'luck', 'hous', 'keith']","[('birthday', 0.030303054), ('We', 0.03030305), ('hous', 0.03030305), ('start', 0.02020202), ('think', 0.02020202), ('build', 0.02020202), ('visit', 0.02020202), ('readi', 0.02020202), ('I', 0.02020202), ('folk', 0.02020202)]",birthday,0.03030305
198,198,193,"['today', 'chart', 'attach']","[('today', 0.33333334), ('chart', 0.33333334), ('attach', 0.33333334)]",today,0.3333333
199,199,194,"['today', 'chart', 'attach']","[('today', 0.33333334), ('chart', 0.33333334), ('attach', 0.33333334)]",today,0.3333333
200,200,195,"['are', 'behind', 'close', 'door', 'discuss', 'held', 'prior', 'meet', 'Is', 'potenti', 'surpris', 'announc', 'sort', 'fix', 'price', 'ga', 'power', 'cap', 'open', 'meet', 'final', 'happen']","[('meet', 0.06976745), ('sort', 0.046511624), ('surpris', 0.046511624), ('final', 0.046511624), ('open', 0.046511624), ('cap', 0.046511624), ('power', 0.046511624), ('ga', 0.046511624), ('price', 0.046511624), ('fix', 0.046511624)]",meet,0.0697674
201,201,196,['2000196931'],"[('2000196931', 1.0)]",,
202,202,197,"['mari', 'I', 'spoke', 'gari', 'foundat', 'work', '2', '3', 'He', 'agre', 'would', 'better', 'clean', '3', 'whatev', 'wade', '2', 'then', 'focu', '19', 'I', 'work', 'book', 'weekend', 'I', 'need', 'time', 'finish', 'I', 'call', 'day', 'phillip']","[('I', 0.08620697), ('3', 0.051724147), ('2', 0.051724147), ('work', 0.051724147), ('book', 0.034482755), ('weekend', 0.034482755), ('need', 0.034482755), ('focu', 0.034482755), ('time', 0.034482755), ('day', 0.034482755)]",I,0.0862069
203,203,198,"['here', 'dsl', 'form']","[('here', 0.33333334), ('dsl', 0.33333334), ('form', 0.33333334)]",here,0.3333333
204,204,199,"['thank', 'help', 'My', 'assist', 'ina', 'rangel']","[('thank', 0.16666667), ('help', 0.16666667), ('My', 0.16666667), ('assist', 0.16666667), ('ina', 0.16666667), ('rangel', 0.16666667)]",thank,0.1666666
205,205,200,"['holiday', 'thank', 'juli']","[('holiday', 0.33333334), ('thank', 0.33333334), ('juli', 0.33333334)]",holiday,0.3333333
206,206,201,"['holiday', 'thank', 'juli']","[('holiday', 0.33333334), ('thank', 0.33333334), ('juli', 0.33333334)]",holiday,0.3333333
207,207,202,"['beth', 'here', 'address', 'dsl', 'line', 'hunter', 'shive', '10545', 'gawain', 'houston', 'TX', '77024', '713', '4614130', 'phillip', 'allen', '8855', 'merlin', 'Ct', 'houston', 'TX', '77055', '713', '4638626', 'mike', 'grigsbi', '6201', 'meadow', 'lake', 'houston', 'TX', '77057', '713', '7801022', 'thank', 'phillip']","[('713', 0.061538503), ('TX', 0.061538503), ('houston', 0.061538503), ('phillip', 0.04615386), ('grigsbi', 0.030769225), ('77055', 0.030769225), ('4638626', 0.030769225), ('merlin', 0.030769225), ('mike', 0.030769225), ('7801022', 0.030769225)]",713,0.06153850
208,208,203,"['are', 'go', 'inspect', 'tomorrow']","[('are', 0.25), ('go', 0.25), ('inspect', 0.25), ('tomorrow', 0.25)]",are,0.2
209,209,204,"['mac', 'We', '9th', 'I', 'bring', 'paperwork', 'phillip']","[('mac', 0.14285715), ('We', 0.14285715), ('9th', 0.14285715), ('I', 0.14285715), ('bring', 0.14285715), ('paperwork', 0.14285715), ('phillip', 0.14285715)]",mac,0.1428571
210,210,205,"['mac', 'I', 'check', 'execut', 'option', 'smith', 'barney', 'bad', 'news', 'enron', 'agreement', 'pain', 'webber', 'exclus', 'employe', 'dont', 'choic', 'exercis', 'I', 'still', 'would', 'like', 'get', 'premier', 'servic', 'account', 'I', 'transfer', 'money', 'hope', 'reach', 'phillip']","[('I', 0.064516194), ('premier', 0.032258067), ('exercis', 0.032258067), ('still', 0.032258067), ('would', 0.032258067), ('like', 0.032258067), ('get', 0.032258067), ('choic', 0.032258067), ('money', 0.032258067), ('hope', 0.032258067)]",I,0.06451619
211,211,206,"['oncom', 'cc', 'subject']","[('oncom', 0.33333334), ('cc', 0.33333334), ('subject', 0.33333334)]",oncom,0.3333333
212,212,207,"['jeff', 'could', 'set', 'inspect', 'friday', '200', 'list', 'burnet', 'mail', 'phillip']","[('jeff', 0.1), ('could', 0.1), ('set', 0.1), ('inspect', 0.1), ('friday', 0.1), ('200', 0.1), ('list', 0.1), ('burnet', 0.1), ('mail', 0.1), ('phillip', 0.1)]",jeff,0.
213,213,208,"['tara', 'pleas', 'grant', 'access', 'manag', 'financi', 'product', 'follow', 'jani', 'tholt', 'frank', 'ermi', 'steve', 'south', 'tori', 'kuykendal', 'matt', 'lenhart', 'randi', 'gay', 'We', 'make', 'market', 'one', 'day', 'ga', 'daili', 'swap', 'thank', 'phillip', 'allen']","[('one', 0.03225807), ('day', 0.03225807), ('randi', 0.03225807), ('gay', 0.03225807), ('We', 0.03225807), ('make', 0.03225807), ('market', 0.03225807), ('matt', 0.03225807), ('swap', 0.03225807), ('thank', 0.03225807)]",one,0.0322580
214,214,209,"['mari', 'Go', 'ahead', 'work', 'gari', 'get', 'new', 'fridg', '8', 'I', 'go', 'tri', 'come', 'saturday', 'talk', 'later', 'phillip']","[('I', 0.05882353), ('8', 0.05882353), ('later', 0.05882353), ('talk', 0.05882353), ('saturday', 0.05882353), ('come', 0.05882353), ('tri', 0.05882353), ('go', 0.05882353), ('mari', 0.05882353), ('get', 0.05882353)]",I,0.0588235
215,215,210,"['slide', 'week', 'strategi', 'session', 'attach']","[('slide', 0.2), ('week', 0.2), ('strategi', 0.2), ('session', 0.2), ('attach', 0.2)]",slide,0.
216,216,211,"['mark', 'thank', 'offer', 'I', 'ride', 'year', 'good', 'luck', 'phillip']","[('mark', 0.11111111), ('thank', 0.11111111), ('offer', 0.11111111), ('I', 0.11111111), ('ride', 0.11111111), ('year', 0.11111111), ('good', 0.11111111), ('luck', 0.11111111), ('phillip', 0.11111111)]",mark,0.1111111
217,217,212,"['attend', 'meet', 'thursday', 'march', '23', '1115', 'room', '3127', 'thi', 'meet', 'brief', 'I', 'would', 'like', 'take', 'time', 'introduc', 'bhavna', 'pandya', 'get', 'input', 'variou', 'project', 'assist', 'u', 'thank']","[('meet', 0.05882355), ('get', 0.039215684), ('introduc', 0.039215684), ('bhavna', 0.039215684), ('pandya', 0.039215684), ('variou', 0.039215684), ('input', 0.039215684), ('u', 0.039215684), ('assist', 0.039215684), ('like', 0.039215684)]",meet,0.0588235
218,218,213,"['stephan', 'can', 'creat', 'email', 'list', 'distribut', 'report', 'everyday', 'west', 'desk', 'Or', 'put', 'common', 'drive', 'We', 'report', 'list', 'includ', 'phillip', 'allen', 'mike', 'grigsbi', 'keith', 'holst', 'frank', 'ermi', 'steve', 'south', 'jani', 'tholt', 'tori', 'kuykendal', 'matt', 'lenhart', 'randi', 'gay', 'thank', 'phillip']","[('phillip', 0.04109591), ('list', 0.041095905), ('report', 0.041095905), ('jani', 0.027397256), ('kuykendal', 0.027397256), ('frank', 0.027397256), ('ermi', 0.027397256), ('steve', 0.027397256), ('south', 0.027397256), ('keith', 0.027397256)]",phillip,0.0410959
219,219,214,"['httpectpdxsunonectathamnavsetupindexhtm', 'id', 'pallen', 'pw', 'westgasx', 'highli', 'sensit', 'distribut']","[('httpectpdxsunonectathamnavsetupindexhtm', 0.125), ('id', 0.125), ('pallen', 0.125), ('pw', 0.125), ('westgasx', 0.125), ('highli', 0.125), ('sensit', 0.125), ('distribut', 0.125)]",httpectpdxsunonectathamnavsetupindexhtm,0.12
220,220,215,"['on', '403', '9746756']","[('on', 0.33333334), ('403', 0.33333334), ('9746756', 0.33333334)]",on,0.3333333
221,221,216,"['mari', 'I', 'offic', 'friday', 'I', 'call', 'wade', 'later', 'today', 'philip']","[('I', 0.15789478), ('mari', 0.10526316), ('offic', 0.10526316), ('friday', 0.10526316), ('call', 0.10526316), ('wade', 0.10526316), ('later', 0.10526316), ('today', 0.10526316), ('philip', 0.10526316)]",I,0.1578947
222,222,217,"['work', 'thank']","[('work', 0.5), ('thank', 0.5)]",work,0.
223,223,218,"['on', '403', '9746756']","[('on', 0.33333334), ('403', 0.33333334), ('9746756', 0.33333334)]",on,0.3333333
224,224,219,"['socal', 'posit', 'thi', 'short', 'good', 'enough']","[('socal', 0.16666667), ('posit', 0.16666667), ('thi', 0.16666667), ('short', 0.16666667), ('good', 0.16666667), ('enough', 0.16666667)]",socal,0.1666666
225,225,220,"['david', 'I', 'receiv', 'updat', 'either', 'I', 'forgot', 'password', 'one', 'can', 'check', 'phillip', 'allen', 'enron', '7138537041']","[('I', 0.1034483), ('can', 0.068965524), ('password', 0.068965524), ('enron', 0.068965524), ('allen', 0.068965524), ('phillip', 0.068965524), ('check', 0.068965524), ('david', 0.068965524), ('receiv', 0.068965524), ('either', 0.068965524)]",I,0.103448
226,226,221,"['We', 'room', 'eb3014', '3', '4', 'pm', 'wednesday', 'WK']","[('We', 0.125), ('room', 0.125), ('eb3014', 0.125), ('3', 0.125), ('4', 0.125), ('pm', 0.125), ('wednesday', 0.125), ('WK', 0.125)]",We,0.12
227,227,222,"['window', 'unit', 'check', 'gari', 'kind', 'want', 'instal']","[('window', 0.14285715), ('unit', 0.14285715), ('check', 0.14285715), ('gari', 0.14285715), ('kind', 0.14285715), ('want', 0.14285715), ('instal', 0.14285715)]",window,0.1428571
228,228,223,"['We', 'room', 'eb3014', '3', '4', 'pm', 'wednesday', 'WK']","[('We', 0.125), ('room', 0.125), ('eb3014', 0.125), ('3', 0.125), ('4', 0.125), ('pm', 0.125), ('wednesday', 0.125), ('WK', 0.125)]",We,0.12
229,229,224,"['will', 'here', 'list', 'top', 'item', 'need', 'work', 'improv', 'posit', 'pl', 'report', 'west', 'desk', 'My', 'underli', 'goal', 'creat', 'posit', 'manag', 'pl', 'report', 'repres', 'risk', 'held', 'desk', 'estim', 'pl', 'great', 'accuraci', 'let', 'tri', 'schedul', 'meet', 'wednesday', 'go', 'item', 'phillip']","[('pl', 0.05882359), ('posit', 0.044117674), ('item', 0.044117674), ('desk', 0.044117674), ('report', 0.044117674), ('estim', 0.029411767), ('great', 0.029411767), ('accuraci', 0.029411767), ('let', 0.029411767), ('risk', 0.029411767)]",pl,0.0588235
230,230,227,"['let', 'know', 'get', 'quot', 'paulin', 'I', 'expect', 'pay', 'someth', '3000', '5000', 'rang', 'I', 'would', 'like', 'see', 'quot', 'descript', 'work', 'done', 'It', 'understand', 'rock', 'remov', 'replac', 'side', 'If', 'get', 'quot', 'put', 'new', 'rock', 'need', 'clarifi', 'jacqu', 'readi', 'drop', 'dollar', 'amount', 'releas', 'If', 'negoti', 'stall', 'seem', 'like', 'I', 'need', 'go', 'ahead', 'cut', 'util', 'hope', 'thing', 'go', 'smoothli', 'phillip']","[('quot', 0.03921573), ('I', 0.03921573), ('go', 0.029411776), ('If', 0.029411776), ('rock', 0.029411776), ('like', 0.029411776), ('need', 0.029411776), ('get', 0.029411776), ('jacqu', 0.019607838), ('drop', 0.019607838)]",quot,0.0392157
231,231,228,"['onenron', '04242001', '114740', 'AM', 'To', 'phillip', 'K', 'allenhouectect', 'cc', 'subject', 'instruct', 'ferc', 'meet', 'Mr', 'allen', 'per', 'phone', 'convers', 'pleas', 'see', 'instruct', 'get', 'access', 'view', 'ferc', 'meet', 'pleas', 'advis', 'problem', 'question', 'concern', 'eric', 'benson', 'Sr', 'specialist', 'enron', 'govern', 'affair', 'the', 'america', '7138531711', 'forward', 'eric', 'bensonnaenron', '04242001', '0145', 'PM', 'janet', 'butler', '11062000', '0451', 'PM', 'To', 'ericbensonenroncom', 'stevekeanenroncom', 'richardshapiroenroncom', 'cc', 'subject', 'instruct', 'ferc', 'meet', 'As', 'long', 'configur', 'receiv', 'real', 'video', 'abl', 'access', 'ferc', 'meet', 'wednesday', 'novemb', '8', 'the', 'instruct', 'forward', 'janet', 'butleretsenron', '11062000', '0449', 'PM', 'janet', 'butler', '10312000', '0412', 'PM', 'To', 'christilnicolayenroncom', 'jame', 'D', 'steffesnaenronenron', 'rebeccacantrellenroncom', 'cc', 'shelley', 'cormanetsenronenron', 'subject', 'instruct', 'ferc', 'meet', 'here', 'url', 'address', 'capitol', 'connect', 'you', 'abl', 'simpli', 'click', 'url', 'come', 'thi', 'assum', 'comput', 'configur', 'real', 'videoaudio', 'We', 'pay', 'annual', 'contract', 'bill', 'cost', 'center', 'you', 'connect', 'tomorrow', 'long', 'access', 'real', 'video', 'httpwwwcapitolconnectiongmuedu', 'instruct', 'onc', 'capitol', 'connect', 'sight', 'click', 'ferc', 'click', 'first', 'line', 'either', 'click', 'box', 'dialogu', 'box', 'requir', 'person', 'name', 'enroni', 'password', 'fercnow', 'real', 'player', 'connect', 'meet', 'expand', 'screen', 'wish', 'easier', 'view', 'adjust', 'sound', 'wish']","[('instruct', 0.025362443), ('meet', 0.025362443), ('ferc', 0.025362443), ('click', 0.018116005), ('connect', 0.018116005), ('real', 0.018116005), ('PM', 0.018116005), ('subject', 0.0144927865), ('access', 0.0144927865), ('cc', 0.0144927865)]",instruct,0.02536244
232,232,229,"['steve', 'pleas', 'remov', 'bob', 'shire', 'liz', 'rivera', 'rc', '768', 'thank', 'phillip', 'allen']","[('rc', 0.08333334), ('liz', 0.08333334), ('phillip', 0.08333334), ('thank', 0.08333334), ('768', 0.08333334), ('steve', 0.08333334), ('rivera', 0.08333334), ('remov', 0.08333334), ('bob', 0.08333334), ('pleas', 0.08333334)]",rc,0.0833333
233,233,230,"['Go', 'ahead', 'order', 'ac', '27', 'can', 'email', 'fax', 'summari', 'rent', 'collect', 'august', 'decemb', 'I', 'need', 'finish', 'tax', 'return', 'I', 'expens', 'data', 'rent', 'collect', 'fax', 'number', '7136463239', 'thank', 'phillip']","[('fax', 0.05769233), ('I', 0.05769233), ('collect', 0.05769233), ('rent', 0.05769233), ('tax', 0.038461536), ('return', 0.038461536), ('expens', 0.038461536), ('thank', 0.038461536), ('number', 0.038461536), ('august', 0.038461536)]",fax,0.0576923
234,234,231,"['anymor', 'detail', 'Is', 'offer', '675', 'what', 'els', 'clean', '11cap', 'good', 'locat', 'room', 'expand']","[('clean', 0.07692308), ('els', 0.07692308), ('room', 0.07692308), ('locat', 0.07692308), ('good', 0.07692308), ('11cap', 0.07692308), ('anymor', 0.07692308), ('Is', 0.07692308), ('675', 0.07692308), ('detail', 0.07692308)]",clean,0.0769230
