,email_id,content,topics
232,229,"['steve', 'pleas', 'remov', 'bob', 'shire', 'liz', 'rivera', 'rc', '768', 'thank', 'phillip', 'allen']","[(5, '0.593*""thank"" + 0.037*""rc"" + 0.037*""liz"" + 0.037*""phillip"" + 0.037*""768"" + 0.037*""steve"" + 0.037*""rivera"" + 0.037*""remov"" + 0.037*""bob"" + 0.037*""pleas""'), (4, '0.083*""rc"" + 0.083*""liz"" + 0.083*""phillip"" + 0.083*""thank"" + 0.083*""768"" + 0.083*""steve"" + 0.083*""rivera"" + 0.083*""remov"" + 0.083*""bob"" + 0.083*""pleas""'), (12, '0.381*""liz"" + 0.381*""allen"" + 0.024*""768"" + 0.024*""rivera"" + 0.024*""phillip"" + 0.024*""thank"" + 0.024*""remov"" + 0.024*""rc"" + 0.024*""pleas"" + 0.024*""bob""'), (6, '0.381*""steve"" + 0.381*""768"" + 0.024*""rc"" + 0.024*""phillip"" + 0.024*""thank"" + 0.024*""liz"" + 0.024*""rivera"" + 0.024*""remov"" + 0.024*""bob"" + 0.024*""pleas""'), (10, '0.593*""bob"" + 0.037*""rc"" + 0.037*""liz"" + 0.037*""phillip"" + 0.037*""thank"" + 0.037*""768"" + 0.037*""steve"" + 0.037*""remov"" + 0.037*""shire"" + 0.037*""rivera""'), (0, '0.083*""rc"" + 0.083*""liz"" + 0.083*""phillip"" + 0.083*""thank"" + 0.083*""768"" + 0.083*""steve"" + 0.083*""rivera"" + 0.083*""remov"" + 0.083*""bob"" + 0.083*""pleas""'), (7, '0.083*""rc"" + 0.083*""liz"" + 0.083*""phillip"" + 0.083*""thank"" + 0.083*""768"" + 0.083*""steve"" + 0.083*""rivera"" + 0.083*""remov"" + 0.083*""bob"" + 0.083*""pleas""'), (9, '0.083*""rc"" + 0.083*""liz"" + 0.083*""phillip"" + 0.083*""thank"" + 0.083*""768"" + 0.083*""steve"" + 0.083*""rivera"" + 0.083*""remov"" + 0.083*""bob"" + 0.083*""pleas""'), (11, '0.593*""phillip"" + 0.037*""rc"" + 0.037*""liz"" + 0.037*""thank"" + 0.037*""768"" + 0.037*""steve"" + 0.037*""rivera"" + 0.037*""remov"" + 0.037*""bob"" + 0.037*""pleas""'), (14, '0.381*""remov"" + 0.381*""pleas"" + 0.024*""768"" + 0.024*""liz"" + 0.024*""phillip"" + 0.024*""thank"" + 0.024*""steve"" + 0.024*""rc"" + 0.024*""shire"" + 0.024*""rivera""')]"
233,230,"['Go', 'ahead', 'order', 'ac', '27', 'can', 'email', 'fax', 'summari', 'rent', 'collect', 'august', 'decemb', 'I', 'need', 'finish', 'tax', 'return', 'I', 'expens', 'data', 'rent', 'collect', 'fax', 'number', '7136463239', 'thank', 'phillip']","[(2, '0.296*""decemb"" + 0.296*""Go"" + 0.019*""return"" + 0.019*""need"" + 0.019*""finish"" + 0.019*""tax"" + 0.019*""data"" + 0.019*""thank"" + 0.019*""7136463239"" + 0.019*""expens""'), (3, '0.410*""finish"" + 0.026*""expens"" + 0.026*""data"" + 0.026*""tax"" + 0.026*""return"" + 0.026*""I"" + 0.026*""thank"" + 0.026*""7136463239"" + 0.026*""august"" + 0.026*""number""'), (12, '0.410*""order"" + 0.026*""expens"" + 0.026*""number"" + 0.026*""finish"" + 0.026*""tax"" + 0.026*""return"" + 0.026*""I"" + 0.026*""thank"" + 0.026*""7136463239"" + 0.026*""data""'), (1, '0.042*""expens"" + 0.042*""data"" + 0.042*""finish"" + 0.042*""tax"" + 0.042*""return"" + 0.042*""I"" + 0.042*""thank"" + 0.042*""7136463239"" + 0.042*""august"" + 0.042*""number""'), (0, '0.410*""expens"" + 0.027*""I"" + 0.026*""finish"" + 0.026*""tax"" + 0.026*""return"" + 0.026*""data"" + 0.026*""thank"" + 0.026*""7136463239"" + 0.026*""august"" + 0.026*""number""'), (9, '0.296*""email"" + 0.296*""phillip"" + 0.019*""data"" + 0.019*""finish"" + 0.019*""tax"" + 0.019*""return"" + 0.019*""I"" + 0.019*""expens"" + 0.019*""7136463239"" + 0.019*""number""'), (8, '0.369*""rent"" + 0.191*""27"" + 0.191*""return"" + 0.012*""expens"" + 0.012*""number"" + 0.012*""tax"" + 0.012*""need"" + 0.012*""thank"" + 0.012*""7136463239"" + 0.012*""data""'), (10, '0.296*""ahead"" + 0.296*""number"" + 0.019*""return"" + 0.019*""need"" + 0.019*""finish"" + 0.019*""tax"" + 0.019*""I"" + 0.019*""thank"" + 0.019*""7136463239"" + 0.019*""expens""'), (5, '0.449*""I"" + 0.232*""7136463239"" + 0.015*""return"" + 0.015*""finish"" + 0.015*""tax"" + 0.015*""data"" + 0.015*""expens"" + 0.015*""number"" + 0.015*""august"" + 0.015*""thank""'), (6, '0.410*""ac"" + 0.026*""expens"" + 0.026*""number"" + 0.026*""finish"" + 0.026*""tax"" + 0.026*""return"" + 0.026*""I"" + 0.026*""thank"" + 0.026*""7136463239"" + 0.026*""data""')]"
234,231,"['anymor', 'detail', 'Is', 'offer', '675', 'what', 'els', 'clean', '11cap', 'good', 'locat', 'room', 'expand']","[(9, '0.077*""clean"" + 0.077*""els"" + 0.077*""room"" + 0.077*""locat"" + 0.077*""good"" + 0.077*""11cap"" + 0.077*""anymor"" + 0.077*""Is"" + 0.077*""675"" + 0.077*""detail""'), (5, '0.372*""detail"" + 0.372*""good"" + 0.023*""els"" + 0.023*""room"" + 0.023*""locat"" + 0.023*""11cap"" + 0.023*""anymor"" + 0.023*""clean"" + 0.023*""Is"" + 0.023*""offer""'), (10, '0.077*""clean"" + 0.077*""els"" + 0.077*""room"" + 0.077*""locat"" + 0.077*""good"" + 0.077*""11cap"" + 0.077*""anymor"" + 0.077*""Is"" + 0.077*""675"" + 0.077*""detail""'), (2, '0.571*""clean"" + 0.036*""els"" + 0.036*""room"" + 0.036*""locat"" + 0.036*""good"" + 0.036*""11cap"" + 0.036*""anymor"" + 0.036*""Is"" + 0.036*""675"" + 0.036*""detail""'), (4, '0.372*""room"" + 0.372*""locat"" + 0.023*""clean"" + 0.023*""els"" + 0.023*""good"" + 0.023*""11cap"" + 0.023*""anymor"" + 0.023*""Is"" + 0.023*""675"" + 0.023*""detail""'), (8, '0.372*""Is"" + 0.372*""offer"" + 0.023*""11cap"" + 0.023*""els"" + 0.023*""room"" + 0.023*""locat"" + 0.023*""good"" + 0.023*""anymor"" + 0.023*""675"" + 0.023*""what""'), (13, '0.571*""what"" + 0.036*""11cap"" + 0.036*""els"" + 0.036*""room"" + 0.036*""locat"" + 0.036*""good"" + 0.036*""anymor"" + 0.036*""clean"" + 0.036*""Is"" + 0.036*""offer""'), (0, '0.372*""els"" + 0.372*""675"" + 0.023*""11cap"" + 0.023*""room"" + 0.023*""locat"" + 0.023*""good"" + 0.023*""anymor"" + 0.023*""clean"" + 0.023*""Is"" + 0.023*""offer""'), (7, '0.077*""clean"" + 0.077*""els"" + 0.077*""room"" + 0.077*""locat"" + 0.077*""good"" + 0.077*""11cap"" + 0.077*""anymor"" + 0.077*""Is"" + 0.077*""675"" + 0.077*""detail""'), (1, '0.077*""clean"" + 0.077*""els"" + 0.077*""room"" + 0.077*""locat"" + 0.077*""good"" + 0.077*""11cap"" + 0.077*""anymor"" + 0.077*""Is"" + 0.077*""675"" + 0.077*""detail""')]"
235,232,"['100', 'yard', 'seem', 'like', 'enough', '125', 'hour', 'how', 'long', 'take', 'I', 'think', '100', 'enough', 'use', 'page', 'setup', 'file', 'menu', 'chang', 'portrait', 'landscap', 'want', 'chang', 'print', 'vertic', 'print', 'horizont', 'also', 'tri', 'select', 'fit', 'one', 'page', 'want', 'print', 'one', 'page', 'use', 'print', 'preview', 'see', 'print', 'look', 'like', 'print', 'the', 'truck', 'might', 'need', 'new', 'sparkplug', 'around', '120000125000', 'mile', 'A', 'valv', 'adjust', 'might', 'good', 'It', 'idl', 'high', 'last', '25000', 'mile', 'never', 'broken', 'glad', 'hear', 'good', 'deposit', 'week', 'great', 'job', 'februari', 'phillip']","[(6, '0.152*""It"" + 0.152*""never"" + 0.152*""hour"" + 0.010*""120000125000"" + 0.010*""adjust"" + 0.010*""valv"" + 0.010*""A"" + 0.010*""mile"" + 0.010*""sparkplug"" + 0.010*""need""'), (5, '0.207*""use"" + 0.107*""I"" + 0.107*""februari"" + 0.107*""think"" + 0.107*""last"" + 0.007*""120000125000"" + 0.007*""adjust"" + 0.007*""valv"" + 0.007*""A"" + 0.007*""It""'), (1, '0.188*""mile"" + 0.097*""how"" + 0.097*""menu"" + 0.097*""glad"" + 0.097*""file"" + 0.097*""idl"" + 0.006*""good"" + 0.006*""It"" + 0.006*""valv"" + 0.006*""A""'), (10, '0.229*""chang"" + 0.118*""yard"" + 0.118*""120000125000"" + 0.118*""portrait"" + 0.008*""100"" + 0.008*""like"" + 0.008*""one"" + 0.007*""good"" + 0.007*""adjust"" + 0.007*""valv""'), (4, '0.187*""100"" + 0.097*""seem"" + 0.097*""job"" + 0.097*""valv"" + 0.097*""select"" + 0.097*""the"" + 0.006*""mile"" + 0.006*""new"" + 0.006*""A"" + 0.006*""good""'), (3, '0.229*""might"" + 0.119*""horizont"" + 0.119*""also"" + 0.119*""sparkplug"" + 0.008*""page"" + 0.007*""valv"" + 0.007*""A"" + 0.007*""mile"" + 0.007*""good"" + 0.007*""120000125000""'), (0, '0.341*""page"" + 0.119*""tri"" + 0.119*""high"" + 0.007*""mile"" + 0.007*""around"" + 0.007*""adjust"" + 0.007*""valv"" + 0.007*""A"" + 0.007*""It"" + 0.007*""might""'), (2, '0.229*""like"" + 0.119*""broken"" + 0.119*""phillip"" + 0.119*""great"" + 0.007*""new"" + 0.007*""A"" + 0.007*""mile"" + 0.007*""120000125000"" + 0.007*""adjust"" + 0.007*""around""'), (8, '0.466*""print"" + 0.159*""good"" + 0.082*""setup"" + 0.005*""want"" + 0.005*""might"" + 0.005*""mile"" + 0.005*""adjust"" + 0.005*""valv"" + 0.005*""need"" + 0.005*""A""'), (13, '0.188*""one"" + 0.188*""want"" + 0.097*""long"" + 0.097*""around"" + 0.097*""look"" + 0.006*""valv"" + 0.006*""A"" + 0.006*""mile"" + 0.006*""good"" + 0.006*""120000125000""')]"
236,233,"['the', 'file', 'updat', 'renam', 'ga', 'basi', 'mar', '00']","[(0, '0.421*""updat"" + 0.421*""00"" + 0.026*""the"" + 0.026*""file"" + 0.026*""renam"" + 0.026*""ga"" + 0.026*""basi"" + 0.026*""mar""'), (4, '0.125*""the"" + 0.125*""file"" + 0.125*""updat"" + 0.125*""renam"" + 0.125*""ga"" + 0.125*""basi"" + 0.125*""mar"" + 0.125*""00""'), (1, '0.125*""the"" + 0.125*""file"" + 0.125*""updat"" + 0.125*""renam"" + 0.125*""ga"" + 0.125*""basi"" + 0.125*""mar"" + 0.125*""00""'), (3, '0.125*""the"" + 0.125*""file"" + 0.125*""updat"" + 0.125*""renam"" + 0.125*""ga"" + 0.125*""basi"" + 0.125*""mar"" + 0.125*""00""'), (9, '0.696*""mar"" + 0.043*""the"" + 0.043*""file"" + 0.043*""updat"" + 0.043*""renam"" + 0.043*""ga"" + 0.043*""basi"" + 0.043*""00""'), (5, '0.125*""the"" + 0.125*""file"" + 0.125*""updat"" + 0.125*""renam"" + 0.125*""ga"" + 0.125*""basi"" + 0.125*""mar"" + 0.125*""00""'), (2, '0.421*""the"" + 0.421*""basi"" + 0.026*""file"" + 0.026*""updat"" + 0.026*""renam"" + 0.026*""ga"" + 0.026*""mar"" + 0.026*""00""'), (14, '0.696*""file"" + 0.043*""the"" + 0.043*""updat"" + 0.043*""renam"" + 0.043*""ga"" + 0.043*""basi"" + 0.043*""mar"" + 0.043*""00""'), (7, '0.125*""the"" + 0.125*""file"" + 0.125*""updat"" + 0.125*""renam"" + 0.125*""ga"" + 0.125*""basi"" + 0.125*""mar"" + 0.125*""00""'), (11, '0.125*""the"" + 0.125*""file"" + 0.125*""updat"" + 0.125*""renam"" + 0.125*""ga"" + 0.125*""basi"" + 0.125*""mar"" + 0.125*""00""')]"
237,234,"['slide', 'yesterday', 'meet', 'attach']","[(9, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (3, '0.842*""yesterday"" + 0.053*""slide"" + 0.053*""meet"" + 0.053*""attach""'), (2, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (8, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (11, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (14, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (10, '0.842*""slide"" + 0.053*""yesterday"" + 0.053*""meet"" + 0.053*""attach""'), (13, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (4, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""'), (6, '0.250*""slide"" + 0.250*""yesterday"" + 0.250*""meet"" + 0.250*""attach""')]"
238,235,"['It', 'ok', 'let', 'deposit', 'rollov', '13', 'interrupt', 'rent']","[(7, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""'), (9, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""'), (8, '0.695*""interrupt"" + 0.044*""It"" + 0.043*""ok"" + 0.043*""let"" + 0.043*""deposit"" + 0.043*""rollov"" + 0.043*""13"" + 0.043*""rent""'), (5, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""'), (6, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""'), (11, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""'), (14, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""'), (1, '0.695*""It"" + 0.044*""ok"" + 0.044*""let"" + 0.044*""deposit"" + 0.044*""rollov"" + 0.044*""13"" + 0.044*""interrupt"" + 0.044*""rent""'), (10, '0.421*""rollov"" + 0.421*""deposit"" + 0.026*""It"" + 0.026*""ok"" + 0.026*""let"" + 0.026*""13"" + 0.026*""interrupt"" + 0.026*""rent""'), (13, '0.125*""It"" + 0.125*""ok"" + 0.125*""let"" + 0.125*""deposit"" + 0.125*""rollov"" + 0.125*""13"" + 0.125*""interrupt"" + 0.125*""rent""')]"
239,236,"['dear', 'phillip', '7th', 'portal', 'super', 'hero', 'actionadventur', 'featur', 'global', 'band', 'teenag', 'game', 'tester', 'get', 'pull', 'parallel', 'univers', '7th', 'portal', 'creat', 'warp', 'internet', 'the', 'fate', 'earth', 'univers', 'hand', 'fight', 'mongorr', 'merci', 'evil', 'forc', 'univers', 'the', 'legendari', 'stan', 'lee', 'creator', 'spiderman', 'incred', 'hulk', 'bring', 'u', 'let', 'game', 'begin', 'episod', '1', '7th', 'portal', 'new', 'seri', 'exclus', 'shockwavecom', 'shockwavecom', 'team', 'advertis', 'dont', 'miss', 'rollingstonecom', 'watch', 'daili', 'music', 'new', 'download', 'mp3', 'read', 'album', 'review', 'get', 'scoop', '1000', 'artist', 'includ', 'exclus', 'photo', 'bio', 'song', 'clip', 'link', 'win', 'great', 'prize', 'more', 'httpads07focalinkcomsmartbannerpage1657337n', 'advertis', 'unsubscrib', 'instruct', 'sure', 'want', 'unsubscrib', 'stop', 'receiv', 'email', 'u', 'all', 'right', 'click', 'httpshockwave1m0netmushksaspepallen40enroncom', '17094']","[(11, '0.073*""dear"" + 0.073*""great"" + 0.073*""song"" + 0.073*""1000"" + 0.073*""read"" + 0.073*""actionadventur"" + 0.073*""parallel"" + 0.073*""mp3"" + 0.073*""incred"" + 0.005*""new""'), (14, '0.214*""game"" + 0.110*""internet"" + 0.110*""merci"" + 0.007*""scoop"" + 0.007*""album"" + 0.007*""review"" + 0.007*""artist"" + 0.007*""mp3"" + 0.007*""1000"" + 0.007*""includ""'), (4, '0.214*""get"" + 0.110*""17094"" + 0.110*""watch"" + 0.007*""read"" + 0.007*""includ"" + 0.007*""artist"" + 0.007*""1000"" + 0.007*""scoop"" + 0.007*""review"" + 0.007*""album""'), (3, '0.123*""fate"" + 0.123*""tester"" + 0.123*""bio"" + 0.008*""includ"" + 0.008*""artist"" + 0.008*""1000"" + 0.008*""scoop"" + 0.008*""review"" + 0.008*""album"" + 0.008*""read""'), (7, '0.163*""new"" + 0.084*""band"" + 0.084*""phillip"" + 0.084*""team"" + 0.084*""rollingstonecom"" + 0.084*""lee"" + 0.006*""shockwavecom"" + 0.005*""right"" + 0.005*""album"" + 0.005*""mp3""'), (2, '0.151*""shockwavecom"" + 0.078*""scoop"" + 0.078*""evil"" + 0.078*""review"" + 0.078*""spiderman"" + 0.078*""teenag"" + 0.078*""sure"" + 0.005*""advertis"" + 0.005*""1000"" + 0.005*""read""'), (13, '0.242*""7th"" + 0.084*""stop"" + 0.084*""1"" + 0.084*""want"" + 0.084*""forc"" + 0.005*""scoop"" + 0.005*""read"" + 0.005*""download"" + 0.005*""album"" + 0.005*""1000""'), (0, '0.224*""portal"" + 0.078*""featur"" + 0.078*""creator"" + 0.078*""seri"" + 0.078*""music"" + 0.078*""album"" + 0.005*""game"" + 0.005*""read"" + 0.005*""review"" + 0.005*""artist""'), (12, '0.177*""exclus"" + 0.091*""daili"" + 0.091*""hero"" + 0.091*""download"" + 0.091*""link"" + 0.006*""artist"" + 0.006*""review"" + 0.006*""1000"" + 0.006*""album"" + 0.006*""scoop""'), (9, '0.209*""univers"" + 0.141*""u"" + 0.073*""httpads07focalinkcomsmartbannerpage1657337n"" + 0.073*""earth"" + 0.073*""prize"" + 0.073*""warp"" + 0.005*""review"" + 0.005*""scoop"" + 0.005*""1000"" + 0.005*""mp3""')]"
240,237,"['imelda', 'pleas', 'switch', 'sitara', 'access', 'central', 'west', 'email', 'password', 'thank', 'phillip']","[(0, '0.615*""thank"" + 0.038*""imelda"" + 0.038*""pleas"" + 0.038*""switch"" + 0.038*""sitara"" + 0.038*""access"" + 0.038*""central"" + 0.038*""west"" + 0.038*""email"" + 0.038*""password""'), (6, '0.390*""switch"" + 0.390*""access"" + 0.024*""imelda"" + 0.024*""pleas"" + 0.024*""sitara"" + 0.024*""central"" + 0.024*""west"" + 0.024*""email"" + 0.024*""password"" + 0.024*""thank""'), (1, '0.615*""central"" + 0.038*""imelda"" + 0.038*""pleas"" + 0.038*""switch"" + 0.038*""sitara"" + 0.038*""access"" + 0.038*""west"" + 0.038*""email"" + 0.038*""password"" + 0.038*""thank""'), (13, '0.390*""imelda"" + 0.390*""sitara"" + 0.024*""pleas"" + 0.024*""switch"" + 0.024*""access"" + 0.024*""central"" + 0.024*""west"" + 0.024*""email"" + 0.024*""password"" + 0.024*""thank""'), (2, '0.091*""imelda"" + 0.091*""pleas"" + 0.091*""switch"" + 0.091*""sitara"" + 0.091*""access"" + 0.091*""central"" + 0.091*""west"" + 0.091*""email"" + 0.091*""password"" + 0.091*""thank""'), (4, '0.615*""password"" + 0.038*""imelda"" + 0.038*""pleas"" + 0.038*""switch"" + 0.038*""sitara"" + 0.038*""access"" + 0.038*""central"" + 0.038*""west"" + 0.038*""email"" + 0.038*""thank""'), (10, '0.091*""imelda"" + 0.091*""pleas"" + 0.091*""switch"" + 0.091*""sitara"" + 0.091*""access"" + 0.091*""central"" + 0.091*""west"" + 0.091*""email"" + 0.091*""password"" + 0.091*""thank""'), (9, '0.091*""imelda"" + 0.091*""pleas"" + 0.091*""switch"" + 0.091*""sitara"" + 0.091*""access"" + 0.091*""central"" + 0.091*""west"" + 0.091*""email"" + 0.091*""password"" + 0.091*""thank""'), (12, '0.615*""west"" + 0.038*""imelda"" + 0.038*""pleas"" + 0.038*""switch"" + 0.038*""sitara"" + 0.038*""access"" + 0.038*""central"" + 0.038*""email"" + 0.038*""password"" + 0.038*""thank""'), (5, '0.390*""email"" + 0.390*""phillip"" + 0.024*""imelda"" + 0.024*""pleas"" + 0.024*""switch"" + 0.024*""sitara"" + 0.024*""access"" + 0.024*""central"" + 0.024*""west"" + 0.024*""password""')]"
241,238,"['tri', 'the', 'attach', 'attach']","[(2, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (14, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (7, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (1, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (3, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (6, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (10, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (4, '0.889*""tri"" + 0.056*""the"" + 0.056*""attach""'), (13, '0.333*""tri"" + 0.333*""the"" + 0.333*""attach""'), (5, '0.368*""attach"" + 0.316*""tri"" + 0.316*""the""')]"
242,239,"['frank', 'the', 'impli', 'risk', 'creat', 'san', 'juan', 'rocki', 'indec', 'partial', 'set', 'today', 'risk', 'long', 'futur', 'posit', 'whatev', 'risk', 'prior', 'matter', 'sinc', 'rest', 'book', 'short', 'price', 'larg', 'offset', 'If', 'var', 'calcul', 'match', 'compani', 'true', 'risk', 'need', 'revis', 'adjust', 'phillip']","[(7, '0.029*""var"" + 0.029*""calcul"" + 0.029*""book"" + 0.029*""short"" + 0.029*""price"" + 0.029*""larg"" + 0.029*""offset"" + 0.029*""If"" + 0.029*""sinc"" + 0.029*""true""'), (3, '0.246*""san"" + 0.246*""true"" + 0.015*""var"" + 0.015*""match"" + 0.015*""short"" + 0.015*""price"" + 0.015*""larg"" + 0.015*""offset"" + 0.015*""If"" + 0.015*""rest""'), (2, '0.246*""the"" + 0.246*""long"" + 0.015*""If"" + 0.015*""book"" + 0.015*""short"" + 0.015*""price"" + 0.015*""larg"" + 0.015*""offset"" + 0.015*""rest"" + 0.015*""var""'), (12, '0.168*""indec"" + 0.168*""larg"" + 0.168*""juan"" + 0.168*""matter"" + 0.011*""var"" + 0.011*""short"" + 0.011*""price"" + 0.011*""offset"" + 0.011*""If"" + 0.011*""rest""'), (6, '0.128*""compani"" + 0.128*""book"" + 0.128*""partial"" + 0.128*""phillip"" + 0.128*""rest"" + 0.128*""need"" + 0.008*""larg"" + 0.008*""offset"" + 0.008*""price"" + 0.008*""var""'), (9, '0.200*""frank"" + 0.200*""calcul"" + 0.200*""whatev"" + 0.013*""short"" + 0.013*""price"" + 0.013*""larg"" + 0.013*""offset"" + 0.013*""If"" + 0.013*""rest"" + 0.013*""var""'), (1, '0.246*""impli"" + 0.246*""futur"" + 0.016*""risk"" + 0.015*""var"" + 0.015*""compani"" + 0.015*""price"" + 0.015*""larg"" + 0.015*""offset"" + 0.015*""If"" + 0.015*""book""'), (0, '0.200*""var"" + 0.200*""price"" + 0.200*""match"" + 0.013*""calcul"" + 0.013*""book"" + 0.013*""short"" + 0.013*""larg"" + 0.013*""offset"" + 0.013*""If"" + 0.013*""sinc""'), (4, '0.246*""short"" + 0.246*""creat"" + 0.015*""var"" + 0.015*""match"" + 0.015*""price"" + 0.015*""larg"" + 0.015*""offset"" + 0.015*""If"" + 0.015*""rest"" + 0.015*""calcul""'), (14, '0.200*""revis"" + 0.200*""sinc"" + 0.200*""prior"" + 0.013*""risk"" + 0.012*""If"" + 0.012*""short"" + 0.012*""price"" + 0.012*""larg"" + 0.012*""offset"" + 0.012*""match""')]"
243,240,"['mari', 'I', 'transfer', '10000', 'check', 'account', 'monday', '22800', 'I', 'call', 'monday', 'tuesday', 'see', 'new', 'phillip']","[(11, '0.571*""22800"" + 0.036*""monday"" + 0.036*""new"" + 0.036*""see"" + 0.036*""tuesday"" + 0.036*""call"" + 0.036*""mari"" + 0.036*""transfer"" + 0.036*""check"" + 0.036*""I""'), (1, '0.077*""22800"" + 0.077*""monday"" + 0.077*""new"" + 0.077*""see"" + 0.077*""tuesday"" + 0.077*""call"" + 0.077*""mari"" + 0.077*""transfer"" + 0.077*""check"" + 0.077*""I""'), (9, '0.077*""22800"" + 0.077*""monday"" + 0.077*""new"" + 0.077*""see"" + 0.077*""tuesday"" + 0.077*""call"" + 0.077*""mari"" + 0.077*""transfer"" + 0.077*""check"" + 0.077*""I""'), (4, '0.372*""mari"" + 0.372*""new"" + 0.024*""I"" + 0.023*""see"" + 0.023*""tuesday"" + 0.023*""call"" + 0.023*""monday"" + 0.023*""22800"" + 0.023*""transfer"" + 0.023*""10000""'), (12, '0.077*""22800"" + 0.077*""monday"" + 0.077*""new"" + 0.077*""see"" + 0.077*""tuesday"" + 0.077*""call"" + 0.077*""mari"" + 0.077*""transfer"" + 0.077*""check"" + 0.077*""I""'), (3, '0.534*""I"" + 0.276*""phillip"" + 0.017*""new"" + 0.017*""see"" + 0.017*""tuesday"" + 0.017*""call"" + 0.017*""mari"" + 0.017*""22800"" + 0.017*""transfer"" + 0.017*""10000""'), (8, '0.077*""22800"" + 0.077*""monday"" + 0.077*""new"" + 0.077*""see"" + 0.077*""tuesday"" + 0.077*""call"" + 0.077*""mari"" + 0.077*""transfer"" + 0.077*""check"" + 0.077*""I""'), (10, '0.077*""22800"" + 0.077*""monday"" + 0.077*""new"" + 0.077*""see"" + 0.077*""tuesday"" + 0.077*""call"" + 0.077*""mari"" + 0.077*""transfer"" + 0.077*""check"" + 0.077*""I""'), (0, '0.571*""check"" + 0.036*""call"" + 0.036*""monday"" + 0.036*""new"" + 0.036*""see"" + 0.036*""tuesday"" + 0.036*""mari"" + 0.036*""22800"" + 0.036*""transfer"" + 0.036*""10000""'), (13, '0.372*""tuesday"" + 0.372*""account"" + 0.023*""call"" + 0.023*""monday"" + 0.023*""new"" + 0.023*""see"" + 0.023*""mari"" + 0.023*""22800"" + 0.023*""transfer"" + 0.023*""10000""')]"
244,241,"['jeff', 'let', 'close', 'march', '1', 'phillip']","[(6, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""'), (3, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""'), (9, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""'), (1, '0.762*""1"" + 0.048*""jeff"" + 0.048*""let"" + 0.048*""close"" + 0.048*""march"" + 0.048*""phillip""'), (5, '0.444*""jeff"" + 0.444*""let"" + 0.028*""close"" + 0.028*""march"" + 0.028*""1"" + 0.028*""phillip""'), (13, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""'), (4, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""'), (8, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""'), (2, '0.444*""close"" + 0.444*""march"" + 0.028*""jeff"" + 0.028*""let"" + 0.028*""1"" + 0.028*""phillip""'), (14, '0.167*""jeff"" + 0.167*""let"" + 0.167*""close"" + 0.167*""march"" + 0.167*""1"" + 0.167*""phillip""')]"
